nb_im,sp,pc,eig,var,first,second,third,last
100,7,4,1.4899613529452498,3.4650264021982555,nb.blobs,med.dist,tx.contrast,extent
100,7,5,1.2533491043871994,2.9147653590399987,tx.gray,tx.3rd.mom,med.dist,vol
100,7,6,1.0653076374421921,2.4774596219585865,hflip,tx.entropy,nb.blobs,area
100,8,1,21.00329809763948,48.84487929683615,c.perim,s.c.perim,maj.ax,med.dist
100,8,2,9.043310863172431,21.030955495749904,skew.dist,mean.dist,circ,s.c.perim
100,8,3,5.175749322484105,12.036626331358418,perim.maj,s.c.perim.perim,h90.hflip,r.bbox.x
100,8,4,1.3387395015222854,3.1133476779588123,tx.gray,tx.3rd.mom,med.dist,ecc
100,8,5,1.0777856089227722,2.5064781602855244,nb.blobs,med.dist,hflip,s.c.area
100,8,6,0.9789158376820263,2.276548459725649,mode.dist,med.dist,nb.blobs,vol
100,9,1,20.775162793948752,48.314332078950635,c.perim,s.c.perim,maj.ax,extent
100,9,2,8.682395768214242,20.191618065614534,skew.dist,maj.min,kurt.dist,nb.blobs
100,9,3,4.755697712306419,11.059762121642844,perim.maj,solid,s.c.perim.perim,s.area
100,9,4,1.6832970330429151,3.914644262890504,med.dist,nb.blobs,mean.dist,min.ax
100,9,5,1.4068262156624192,3.271688873633536,tx.3rd.mom,tx.gray,nb.blobs,c.perim
100,9,6,1.096188873566998,2.549276450155812,tx.contrast,tx.smooth,mode.dist,r.bbox.x
1000,1,1,21.18988538411893,49.27880321888125,c.perim,s.c.perim,maj.ax,solid
1000,1,2,8.179988297170256,19.023228598070368,skew.dist,kurt.dist,maj.min,s.c.perim
1000,1,3,5.04354229628472,11.729168130894701,perim.maj,solid,s.c.perim.perim,area
1000,1,4,1.693539908679144,3.9384649039049875,med.dist,nb.blobs,mean.dist,eq.diam
1000,1,5,1.2294268456014872,2.859132199073227,tx.3rd.mom,tx.gray,hflip,maj.ax
1000,1,6,1.0694084940537758,2.4869964977994794,nb.blobs,tx.contrast,tx.smooth,vol
1000,10,1,21.190494462016584,49.28021967910815,c.perim,s.c.perim,maj.ax,solid
1000,10,2,8.230521253658292,19.140747101530838,skew.dist,kurt.dist,maj.min,s.c.perim
1000,10,3,4.989999819631163,11.604650743328241,perim.maj,solid,s.c.perim.perim,area
1000,10,4,1.679072252756928,3.904819192457957,med.dist,mean.dist,nb.blobs,r.bbox.y
1000,10,5,1.2085199849662096,2.8105115929446627,tx.3rd.mom,tx.gray,hflip,r.bbox.x
1000,10,6,1.097331282636456,2.551933215433609,nb.blobs,tx.contrast,tx.smooth,ecc
1000,2,1,21.03919881327421,48.92836933319559,c.perim,s.c.perim,maj.ax,extent
1000,2,2,8.484342130499204,19.731028210463165,skew.dist,kurt.dist,maj.min,c.perim
1000,2,3,5.062333781710113,11.772869259790902,perim.maj,solid,s.c.perim.perim,r.bbox.x
1000,2,4,1.4598996879402564,3.395115553349416,med.dist,nb.blobs,mean.dist,tx.smooth
1000,2,5,1.2414178543459444,2.887018265920786,tx.3rd.mom,tx.gray,hflip,r.bbox.x
1000,2,6,1.116406283589551,2.596293682766384,nb.blobs,h90.h180,h180,vol
1000,3,1,21.069678069473653,48.99925132435728,c.perim,s.c.perim,maj.ax,solid
1000,3,2,8.203927071736441,19.078900166828912,skew.dist,kurt.dist,maj.min,s.c.perim
1000,3,3,5.124553757312607,11.917566877471167,perim.maj,solid,s.c.perim.perim,area
1000,3,4,1.6239869173830386,3.7767137613559,med.dist,nb.blobs,mean.dist,extent
1000,3,5,1.2619989037471477,2.934881171504992,tx.3rd.mom,tx.gray,hflip,s.maj.ax
1000,3,6,1.0889233203047095,2.5323798146621126,nb.blobs,h180,mode.dist,r.bbox.y
1000,4,1,21.22087508618486,49.35087229345318,c.perim,s.c.perim,maj.ax,solid
1000,4,2,8.159597696766477,18.975808597131348,skew.dist,kurt.dist,maj.min,nb.blobs
1000,4,3,5.242346502577344,12.19150349436592,perim.maj,solid,s.c.perim.perim,area
1000,4,4,1.3237813159838456,3.078561199962433,med.dist,tx.3rd.mom,tx.gray,eq.diam
1000,4,5,1.2368498676806023,2.876395041117681,tx.3rd.mom,tx.gray,hflip,solid
1000,4,6,1.1102720839391114,2.5820281021839806,nb.blobs,tx.contrast,tx.smooth,c.perim
1000,5,1,20.843748589132343,48.473833928214624,c.perim,s.c.perim,maj.ax,solid
1000,5,2,8.57450278306768,19.94070414666897,skew.dist,kurt.dist,maj.min,s.c.perim
1000,5,3,5.044263064961604,11.730844337119978,perim.maj,solid,s.c.perim.perim,area
1000,5,4,1.4380939108286004,3.344404443787434,med.dist,mean.dist,tx.3rd.mom,eq.diam
1000,5,5,1.2718120519812255,2.9577024464679584,tx.gray,tx.3rd.mom,hflip,area.perim2
1000,5,6,1.1021949302493168,2.5632440238356136,nb.blobs,tx.contrast,tx.smooth,perim
1000,6,1,21.158674728018383,49.2062202977172,c.perim,s.c.perim,maj.ax,solid
1000,6,2,8.235905968544225,19.15326969428891,skew.dist,kurt.dist,maj.min,c.perim
1000,6,3,5.081336172508348,11.817060866298492,perim.maj,solid,s.c.perim.perim,area
1000,6,4,1.4179497040769944,3.2975574513418495,med.dist,mean.dist,nb.blobs,maj.ax
1000,6,5,1.2604876269023235,2.931366574191452,tx.gray,tx.3rd.mom,hflip,r.bbox.x
1000,6,6,1.1221391026882144,2.6096258202051517,nb.blobs,tx.contrast,tx.smooth,area
1000,7,1,21.077402517959495,49.01721515804533,c.perim,s.c.perim,maj.ax,solid
1000,7,2,8.469520134938985,19.696558453346473,skew.dist,kurt.dist,maj.min,s.c.perim
1000,7,3,5.082260621406599,11.819210747457205,perim.maj,s.c.perim.perim,solid,area
1000,7,4,1.4903906419007527,3.466024748606401,med.dist,nb.blobs,mean.dist,mode.dist
1000,7,5,1.2395178406594682,2.8825996294406235,tx.3rd.mom,tx.gray,hflip,s.maj.ax
1000,7,6,1.0632489098317561,2.472671883329665,nb.blobs,h90.h180,tx.contrast,min.ax
1000,8,1,21.250871490739943,49.42063137381385,c.perim,s.c.perim,perim,solid
1000,8,2,8.15237674135307,18.95901567756529,skew.dist,kurt.dist,maj.min,s.c.perim
1000,8,3,5.100229710321098,11.86099932632814,perim.maj,solid,s.c.perim.perim,area
1000,8,4,1.4948131760640904,3.4763097117769557,med.dist,mean.dist,nb.blobs,maj.ax
1000,8,5,1.2348365124292866,2.8717128196029935,tx.3rd.mom,tx.gray,hflip,r.bbox.x
1000,8,6,1.0901674277914644,2.535273087887128,nb.blobs,hflip,h90.h180,ecc
1000,9,1,21.315422145869075,49.57074917643974,c.perim,s.c.perim,perim,solid
1000,9,2,8.009972097828882,18.627842087974155,skew.dist,kurt.dist,maj.min,nb.blobs
1000,9,3,5.098925714340073,11.85796677753506,perim.maj,solid,s.c.perim.perim,area
1000,9,4,1.733828481868141,4.03215926015847,med.dist,mean.dist,nb.blobs,s.vol
1000,9,5,1.2111194351210834,2.8165568258629867,tx.3rd.mom,tx.gray,hflip,solid
1000,9,6,1.041739423227594,2.4226498214595225,nb.blobs,h180,h90.h180,vol
250,1,1,21.15511368125219,49.19793879360976,c.perim,s.c.perim,perim,solid
250,1,2,8.716688799901792,20.2713693020972,skew.dist,kurt.dist,maj.min,c.perim
250,1,3,4.848992971002452,11.27672783954059,perim.maj,solid,s.c.perim.perim,r.bbox.x
250,1,4,1.3168094989834598,3.0623476720545586,med.dist,tx.3rd.mom,tx.gray,c.area
250,1,5,1.2226456594095347,2.843361998626826,hflip,h90.h180,h180,ecc
250,1,6,1.0940241722796404,2.544242261115444,nb.blobs,tx.3rd.mom,tx.gray,r.bbox.x
250,10,1,20.860622431605602,48.51307542233852,c.perim,s.c.perim,maj.ax,extent
250,10,2,8.056532818035032,18.736122832639573,skew.dist,kurt.dist,maj.min,c.perim
250,10,3,5.260798861946329,12.234415958014694,solid,s.c.perim.perim,perim.maj,r.bbox.x
250,10,4,1.7976286121454128,4.180531656152114,med.dist,mean.dist,nb.blobs,s.c.perim
250,10,5,1.330067811804501,3.09318095768488,tx.3rd.mom,tx.gray,hflip,s.c.perim
250,10,6,1.0841799846783164,2.521348801577475,nb.blobs,tx.contrast,tx.smooth,area.perim
250,2,1,20.881672682617047,48.56202949445823,c.perim,s.c.perim,perim,solid
250,2,2,8.349924503847317,19.418429078714684,skew.dist,kurt.dist,maj.min,nb.blobs
250,2,3,5.3258846763462335,12.38577831708426,perim.maj,solid,s.c.perim.perim,area
250,2,4,1.6005400809045014,3.72218623466163,med.dist,nb.blobs,mean.dist,s.area
250,2,5,1.2455169934132015,2.896551147472561,tx.3rd.mom,tx.gray,med.dist,h90
250,2,6,1.0998244473734156,2.5577312729614308,mode.dist,nb.blobs,h180,tx.3rd.mom
250,3,1,21.276702203066694,49.480702797829565,c.perim,s.c.perim,maj.ax,solid
250,3,2,8.028649030064132,18.67127681410265,skew.dist,kurt.dist,circ,c.perim
250,3,3,5.17615259071942,12.037564164463777,perim.maj,solid,s.c.perim.perim,area
250,3,4,1.615169445983725,3.756208013915643,med.dist,mean.dist,nb.blobs,s.area
250,3,5,1.2332598714605583,2.8680462126989754,tx.gray,tx.3rd.mom,nb.blobs,tx.contrast
250,3,6,0.9921480951998606,2.3073211516275847,nb.blobs,mode.dist,h180,h90
250,4,1,21.318455826685774,49.577804248106446,c.perim,s.c.perim,maj.ax,solid
250,4,2,8.38699507585464,19.504639711289858,skew.dist,kurt.dist,maj.min,s.perim
250,4,3,4.809798585833428,11.185578106589364,perim.maj,solid,s.c.perim.perim,area
250,4,4,1.5628700088311573,3.6345814158864123,med.dist,nb.blobs,mean.dist,tx.smooth
250,4,5,1.393364545280757,3.2403826634436204,tx.3rd.mom,tx.gray,med.dist,ecc
250,4,6,1.0788656506844014,2.508989885312561,h180,hflip,nb.blobs,r.bbox.x
250,5,1,21.428727947400205,49.834251040465546,c.perim,s.c.perim,maj.ax,solid
250,5,2,8.04872787470297,18.717971801634796,skew.dist,kurt.dist,mean.dist,perim
250,5,3,5.531248834953621,12.863369383613058,perim.maj,solid,s.c.perim.perim,area
250,5,4,1.3570965895617615,3.156038580376187,tx.3rd.mom,tx.gray,nb.blobs,maj.ax
250,5,5,1.1105592090005245,2.5826958348849383,nb.blobs,med.dist,hflip,solid
250,5,6,1.0444669710541257,2.4289929559398247,nb.blobs,hflip,h90.h180,c.perim
250,6,1,21.058737145766912,48.97380731573702,c.perim,s.c.perim,perim,extent
250,6,2,8.471078787713273,19.700183227240174,skew.dist,kurt.dist,area.perim2,s.c.perim
250,6,3,5.049810859374946,11.7437461845929,perim.maj,s.c.perim.perim,solid,r.bbox.x
250,6,4,1.5740968372050697,3.6606903190815587,med.dist,mean.dist,nb.blobs,s.c.area
250,6,5,1.161685658187781,2.701594553925073,tx.3rd.mom,tx.gray,hflip,s.c.perim
250,6,6,1.090130295785519,2.535186734384929,nb.blobs,mode.dist,h180,mean.dist
250,7,1,20.67835991706049,48.08920910944298,c.perim,s.c.perim,perim,solid
250,7,2,8.484937632328359,19.732413098438037,skew.dist,kurt.dist,maj.min,nb.blobs
250,7,3,5.078864599696371,11.811313022549697,perim.maj,solid,s.c.perim.perim,s.area
250,7,4,1.8763773275848186,4.363668203685623,med.dist,nb.blobs,mean.dist,s.c.perim.perim
250,7,5,1.3173883242839777,3.0636937774045983,tx.gray,tx.3rd.mom,hflip,s.c.perim
250,7,6,1.1197625496020314,2.604098952562863,h180,h90.h180,nb.blobs,vol
250,8,1,20.771826705999064,48.30657373488157,c.perim,s.c.perim,maj.ax,solid
250,8,2,8.673382985128864,20.170658104950856,skew.dist,circ,area.perim2,nb.blobs
250,8,3,4.831869725297943,11.236906337902198,perim.maj,s.c.perim.perim,solid,eq.diam
250,8,4,1.7081537395001207,3.9724505569770265,med.dist,mean.dist,nb.blobs,r.bbox.y
250,8,5,1.2958696622153285,3.0136503772449514,tx.3rd.mom,tx.gray,nb.blobs,maj.ax
250,8,6,1.0898917555110847,2.5346319895606633,nb.blobs,mode.dist,h180,min.ax
250,9,1,21.0912777846524,49.049483220121864,c.perim,s.c.perim,maj.ax,extent
250,9,2,8.466981044090815,19.690653590908873,skew.dist,area.perim2,circ,s.c.perim
250,9,3,5.2983220116017025,12.321679096748145,perim.maj,s.c.perim.perim,solid,r.bbox.x
250,9,4,1.364633616081127,3.173566549025877,nb.blobs,tx.gray,tx.3rd.mom,vol
