area	vol	c.area	c.perim	ecc	eq.diam	extent	h180	h90	hflip	maj.ax	min.ax	perim	solid	nb.blobs	kurt.dist	mean.dist	med.dist	mode.dist	skew.dist	s.area	s.vol	s.c.area	s.c.perim	s.maj.ax	s.min.ax	s.perim	tx.contrast	tx.gray	tx.entropy	tx.smooth	tx.3rd.mom	tx.unif	r.bbox.x	r.bbox.y	area.perim2	area.perim	h90.hflip	h90.h180	s.c.perim.perim	maj.min	perim.maj	circ
151	0	152	44.67879867553711	0.007080160081386566	13.865755081176758	0.012954999692738056	0	0.11298099905252457	0	14.045100212097168	1.1547000408172607	40.52399826049805	0.03404629975557327	1	1.6056400537490845	0.013753299601376057	0.01430440042167902	0	-0.4997900128364563	151	0	152	44.67879867553711	14.045100212097168	1.1547000408172607	40.52399826049805	0	0	-3.3306698679688577e-16	0	-17.288799285888672	0.004758679773658514	7	3	0.0002134609967470169	0.4931409955024719	0.008365590125322342	0.02874399907886982	0.19179199635982513	1.0000225914151903	1.2645703312924315	0.002682429996833709
